process,software,data item,data model,data format specification
knowledge capture,,,,cpacs
knowledge capture,,,,igs
knowledge capture,,,,csv
semantic representation,java application,,,
semantic representation,access,,,
semantic representation,multi-agent collaborative system,,,
semantic representation,tr,,,
semantic representation,word,,,
semantic representation,api,,,
semantic representation,catia,,,
semantic representation,oracle,,,
semantic representation,pest,,,
semantic representation,git,,,
semantic representation,eclipse,,,
semantic representation,inverted index,,,
semantic representation,cloud visualization,,,
semantic representation,expert systems,,,
semantic representation,sas,,,
semantic representation,rce,,,
semantic representation,protégé,,,
semantic representation,google,,,
semantic representation,matlab,,,
semantic representation,triple store,,,
semantic representation, engineering java programming,,,
semantic representation,aaa,,,
semantic representation,python application,,,
semantic representation,reasoner,,,
semantic representation,outlook,,,
semantic representation,sumo,,,
semantic representation,web-based decision tool,,,
semantic representation,tigl,,,
semantic representation,learning tools,,,
semantic representation,data mining,,,
semantic representation,express application,,,
semantic representation,visualization package,,,
semantic representation,wikipedia,,,
semantic representation,workflow systems,,,
semantic representation,product data management system,,,
semantic representation,ke-chain,,,
semantic representation,ug,,,
semantic representation,excel,,,
semantic representation,solidworks,,,
semantic representation,web server,,,
semantic representation,ideas,,,
semantic representation,file server,,,
semantic representation,cad programming interface,,,
semantic representation,share point,,,
semantic representation,,bom,,
semantic representation,,implicit geometry,,
semantic representation,,knowledge graph,,
semantic representation,,cad representation,,
semantic representation,,video,,
semantic representation,,lexical data,,
semantic representation,,description,,
semantic representation,,section description,,
semantic representation,,manufacturing method,,
semantic representation,,taxonomy,,
semantic representation,,forms,,
semantic representation,,measurement data,,
semantic representation,,process definitions,,
semantic representation,,external web page,,
semantic representation,,difficulty,,
semantic representation,,image,,
semantic representation,,quantity,,
semantic representation,,word processor documents,,
semantic representation,,cfd simulation data,,
semantic representation,,documents,,
semantic representation,,cfd code,,
semantic representation,,object definitions,,
semantic representation,,knowledge base,,
semantic representation,,mind map,,
semantic representation,,business logic,,
semantic representation,,audio,,
semantic representation,,live video,,
semantic representation,,system definition,,
semantic representation,,pdf files,,
semantic representation,,metadata,,
semantic representation,,explicit geometry,,
semantic representation,,material,,
semantic representation,,tools needed,,
semantic representation,,assemblies,,
semantic representation,,freebase,,
semantic representation,,sysml model,,
semantic representation,,word doc,,
semantic representation,,animation,,
semantic representation,,ontology,,
semantic representation,,design parts,,
semantic representation,,tooling parts,,
semantic representation,,images,,
semantic representation,,cad,,
semantic representation,,,sparql,
semantic representation,,,express,
semantic representation,,,bond graphs,
semantic representation,,,owl dl,
semantic representation,,,sql,
semantic representation,,,sysml,
semantic representation,,,wordnet,
semantic representation,,,aerospace ontology,
semantic representation,,,python,
semantic representation,,,orbital space environment domain ontology,
semantic representation,,,rds,
semantic representation,,,airspace system ontology,
semantic representation,,,nosql,
semantic representation,,,bfo,
semantic representation,,,topic maps,
semantic representation,,,uml,
semantic representation,,,sysml ,
semantic representation,,,nasa taxonomy,
semantic representation,,,owl-ql,
semantic representation,,,cco,
semantic representation,,,xml-schema-definition,
semantic representation,,,,ms word
semantic representation,,,,iges
semantic representation,,,,mov
semantic representation,,,,step
semantic representation,,,,flat file
semantic representation,,,,direct api
semantic representation,,,,owl
semantic representation,,,,html
semantic representation,,,,rdf
semantic representation,,,,json
semantic representation,,,,ms excel
semantic representation,,,,wav
semantic representation,,,,xml
semantic representation,,,,ad_asm
semantic representation,,,,database
semantic representation,,,,pdf
semantic representation,,,,soap
semantic representation,,,,add
semantic representation,,,,tiff
semantic representation,,,,acis
semantic representation,,,,vrml
semantic representation,,,,stl
semantic representation,,,,cpacs
semantic representation,,,,igs
semantic representation,,,,csv
data validation,java application,,,
data validation,access,,,
data validation,multi-agent collaborative system,,,
data validation,isight,,,
data validation,tr,,,
data validation,word,,,
data validation,api,,,
data validation,catia,,,
data validation,oracle,,,
data validation,pest,,,
data validation,flops,,,
data validation,git,,,
data validation,eclipse,,,
data validation,modelcenter,,,
data validation,optimus,,,
data validation,ceasiom,,,
data validation,cloud visualization,,,
data validation,expert systems,,,
data validation,sas,,,
data validation,rce,,,
data validation,protégé,,,
data validation,google,,,
data validation,surrogate model repository,,,
data validation,matlab,,,
data validation,triple store,,,
data validation,eclipse plugin,,,
data validation, engineering java programming,,,
data validation,aaa,,,
data validation,python application,,,
data validation,reasoner,,,
data validation,outlook,,,
data validation,sumo,,,
data validation,web-based decision tool,,,
data validation,fortran application,,,
data validation,tigl,,,
data validation,learning tools,,,
data validation,data mining,,,
data validation,express application,,,
data validation,visualization package,,,
data validation,wikipedia,,,
data validation,workflow systems,,,
data validation,product data management system,,,
data validation,ke-chain,,,
data validation,ug,,,
data validation,excel,,,
data validation,solidworks,,,
data validation,web server,,,
data validation,tornado,,,
data validation,ideas,,,
data validation,file server,,,
data validation,cad programming interface,,,
data validation,share point,,,
data validation,,bom,,
data validation,,implicit geometry,,
data validation,,knowledge graph,,
data validation,,cad representation,,
data validation,,video,,
data validation,,lexical data,,
data validation,,description,,
data validation,,section description,,
data validation,,manufacturing method,,
data validation,,taxonomy,,
data validation,,forms,,
data validation,,measurement data,,
data validation,,process definitions,,
data validation,,external web page,,
data validation,,difficulty,,
data validation,,image,,
data validation,,quantity,,
data validation,,word processor documents,,
data validation,,cfd simulation data,,
data validation,,documents,,
data validation,,cfd code,,
data validation,,point clouds,,
data validation,,object definitions,,
data validation,,knowledge base,,
data validation,,mind map,,
data validation,,business logic,,
data validation,,audio,,
data validation,,live video,,
data validation,,system definition,,
data validation,,pdf files,,
data validation,,metadata,,
data validation,,explicit geometry,,
data validation,,material,,
data validation,,tools needed,,
data validation,,assemblies,,
data validation,,sysml model,,
data validation,,word doc,,
data validation,,animation,,
data validation,,ontology,,
data validation,,design parts,,
data validation,,tooling parts,,
data validation,,images,,
data validation,,cad,,
data validation,,,sparql,
data validation,,,express,
data validation,,,vba,
data validation,,,bond graphs,
data validation,,,owl dl,
data validation,,,sql,
data validation,,,cmdows,
data validation,,,sysml,
data validation,,,wordnet,
data validation,,,aerospace ontology,
data validation,,,python,
data validation,,,rds,
data validation,,,kadmos,
data validation,,,addam,
data validation,,,topic maps,
data validation,,,uml,
data validation,,,sysml ,
data validation,,,nasa taxonomy,
data validation,,,owl-ql,
data validation,,,cco,
data validation,,,xml-schema-definition,
data validation,,,,ms word
data validation,,,,iges
data validation,,,,mov
data validation,,,,step
data validation,,,,flat file
data validation,,,,direct api
data validation,,,,owl
data validation,,,,html
data validation,,,,rdf
data validation,,,,json
data validation,,,,ms excel
data validation,,,,wav
data validation,,,,xml
data validation,,,,ad_asm
data validation,,,,database
data validation,,,,pdf
data validation,,,,add
data validation,,,,tiff
data validation,,,,gif
data validation,,,,flash
data validation,,,,stl
data validation,,,,txt
data validation,,,,cpacs
data validation,,,,igs
data validation,,,,csv
knowledge classification,java application,,,
knowledge classification,access,,,
knowledge classification,brics technology,,,
knowledge classification,multi-agent collaborative system,,,
knowledge classification,brics,,,
knowledge classification,tr,,,
knowledge classification,word,,,
knowledge classification,api,,,
knowledge classification,catia,,,
knowledge classification,pest,,,
knowledge classification,git,,,
knowledge classification,eclipse,,,
knowledge classification,cloud visualization,,,
knowledge classification,expert systems,,,
knowledge classification,sas,,,
knowledge classification,rce,,,
knowledge classification,protégé,,,
knowledge classification,google,,,
knowledge classification,surrogate model repository,,,
knowledge classification,matlab,,,
knowledge classification,triple store,,,
knowledge classification, engineering java programming,,,
knowledge classification,aaa,,,
knowledge classification,python application,,,
knowledge classification,reasoner,,,
knowledge classification,outlook,,,
knowledge classification,web-based decision tool,,,
knowledge classification,learning tools,,,
knowledge classification,data mining,,,
knowledge classification,express application,,,
knowledge classification,visualization package,,,
knowledge classification,wikipedia,,,
knowledge classification,workflow systems,,,
knowledge classification,product data management system,,,
knowledge classification,ke-chain,,,
knowledge classification,ug,,,
knowledge classification,excel,,,
knowledge classification,web server,,,
knowledge classification,ideas,,,
knowledge classification,file server,,,
knowledge classification,cad programming interface,,,
knowledge classification,share point,,,
knowledge classification,,bom,,
knowledge classification,,implicit geometry,,
knowledge classification,,knowledge graph,,
knowledge classification,,cad representation,,
knowledge classification,,video,,
knowledge classification,,lexical data,,
knowledge classification,,description,,
knowledge classification,,section description,,
knowledge classification,,manufacturing method,,
knowledge classification,,taxonomy,,
